transaction_id,customer_id,transaction_date,amount,transaction_type,status,payment_method,year_month,cohort_month,transaction_month
CUST_000004_TXN_0004,CUST_000004,2023-10-18,438.68,Subscription,Completed,Credit Card,2023-10,2023-07,2023-10
CUST_000004_TXN_0005,CUST_000004,2023-11-18,389.85,Subscription,Completed,Credit Card,2023-11,2023-07,2023-11
CUST_000004_TXN_0006,CUST_000004,2023-12-18,413.6,Subscription,Completed,Credit Card,2023-12,2023-07,2023-12
CUST_000004_TXN_0007,CUST_000004,2024-01-18,388.68,Subscription,Completed,Credit Card,2024-01,2023-07,2024-01
CUST_000004_TXN_0008,CUST_000004,2024-02-18,380.67,Subscription,Completed,Credit Card,2024-02,2023-07,2024-02
CUST_000004_TXN_0009,CUST_000004,2024-03-18,399.69,Subscription,Completed,Credit Card,2024-03,2023-07,2024-03
CUST_000004_TXN_0010,CUST_000004,2024-04-18,372.64,Subscription,Completed,Credit Card,2024-04,2023-07,2024-04
CUST_000004_TXN_0011,CUST_000004,2024-05-18,372.97,Subscription,Completed,Credit Card,2024-05,2023-07,2024-05
CUST_000004_TXN_0012,CUST_000004,2024-06-18,375.24,Subscription,Completed,ACH,2024-06,2023-07,2024-06
CUST_000004_TXN_0013,CUST_000004,2024-07-18,385.23,Subscription,Completed,PayPal,2024-07,2023-07,2024-07
CUST_000004_TXN_0014,CUST_000004,2024-08-18,366.13,Subscription,Completed,ACH,2024-08,2023-07,2024-08
CUST_000004_TXN_0015,CUST_000004,2024-09-18,393.07,Subscription,Completed,Credit Card,2024-09,2023-07,2024-09
CUST_000004_TXN_0016,CUST_000004,2024-10-18,362.31,Subscription,Completed,Wire Transfer,2024-10,2023-07,2024-10
CUST_000004_TXN_0017,CUST_000004,2024-11-18,403.2,Subscription,Completed,Credit Card,2024-11,2023-07,2024-11
CUST_000004_TXN_0018,CUST_000004,2024-12-18,431.45,Subscription,Completed,Credit Card,2024-12,2023-07,2024-12
CUST_000005_TXN_0001,CUST_000005,2023-02-04,363.33,New,Completed,ACH,2023-02,2023-02,2023-02
CUST_000005_TXN_0002,CUST_000005,2023-03-04,432.21,Subscription,Completed,Credit Card,2023-03,2023-02,2023-03
CUST_000005_TXN_0003,CUST_000005,2023-04-04,560.17,Subscription,Completed,Credit Card,2023-04,2023-02,2023-04
CUST_000005_TXN_0004,CUST_000005,2023-05-04,385.63,Subscription,Completed,Credit Card,2023-05,2023-02,2023-05
CUST_000005_TXN_0005,CUST_000005,2023-06-04,372.4,Subscription,Completed,Credit Card,2023-06,2023-02,2023-06
CUST_000005_TXN_0006,CUST_000005,2023-07-04,369.87,Subscription,Completed,Credit Card,2023-07,2023-02,2023-07
CUST_000005_TXN_0007,CUST_000005,2023-08-04,411.11,Subscription,Completed,ACH,2023-08,2023-02,2023-08
CUST_000005_TXN_0008,CUST_000005,2023-09-04,364.81,Subscription,Completed,Credit Card,2023-09,2023-02,2023-09
CUST_000005_TXN_0009,CUST_000005,2023-10-04,396.25,Subscription,Completed,Credit Card,2023-10,2023-02,2023-10
CUST_000005_TXN_0010,CUST_000005,2023-11-04,517.06,Subscription,Completed,Credit Card,2023-11,2023-02,2023-11
CUST_000005_TXN_0011,CUST_000005,2023-12-04,407.56,Subscription,Completed,ACH,2023-12,2023-02,2023-12
CUST_000005_TXN_0012,CUST_000005,2024-01-04,406.77,Subscription,Completed,Credit Card,2024-01,2023-02,2024-01
CUST_000005_TXN_0013,CUST_000005,2024-02-04,433.17,Subscription,Completed,Credit Card,2024-02,2023-02,2024-02
CUST_000005_TXN_0014,CUST_000005,2024-03-04,387.56,Subscription,Completed,PayPal,2024-03,2023-02,2024-03
CUST_000005_TXN_0015,CUST_000005,2024-04-04,627.44,Subscription,Completed,Credit Card,2024-04,2023-02,2024-04
CUST_000005_TXN_0016,CUST_000005,2024-05-04,378.18,Subscription,Completed,ACH,2024-05,2023-02,2024-05
CUST_000005_TXN_0017,CUST_000005,2024-06-04,399.46,Subscription,Completed,Credit Card,2024-06,2023-02,2024-06
CUST_000005_TXN_0018,CUST_000005,2024-07-04,554.46,Subscription,Completed,Credit Card,2024-07,2023-02,2024-07
CUST_000005_TXN_0019,CUST_000005,2024-08-04,421.55,Subscription,Completed,Credit Card,2024-08,2023-02,2024-08
CUST_000005_TXN_0020,CUST_000005,2024-09-04,424.66,Subscription,Completed,Wire Transfer,2024-09,2023-02,2024-09
CUST_000005_TXN_0021,CUST_000005,2024-10-04,398.38,Subscription,Completed,Credit Card,2024-10,2023-02,2024-10
CUST_000005_TXN_0022,CUST_000005,2024-11-04,389.37,Subscription,Completed,Wire Transfer,2024-11,2023-02,2024-11
CUST_000005_TXN_0023,CUST_000005,2024-12-04,438.44,Subscription,Completed,Wire Transfer,2024-12,2023-02,2024-12
CUST_000006_TXN_0001,CUST_000006,2022-12-31,53.33,New,Completed,Wire Transfer,2022-12,2022-12,2022-12
CUST_000006_TXN_0002,CUST_000006,2023-01-31,50.19,Subscription,Completed,PayPal,2023-01,2022-12,2023-01
CUST_000006_TXN_0003,CUST_000006,2023-02-28,48.76,Subscription,Completed,Credit Card,2023-02,2022-12,2023-02
CUST_000006_TXN_0004,CUST_000006,2023-03-28,72.51,Subscription,Completed,Credit Card,2023-03,2022-12,2023-03
CUST_000006_TXN_0005,CUST_000006,2023-04-28,46.7,Subscription,Completed,Credit Card,2023-04,2022-12,2023-04
CUST_000006_TXN_0006,CUST_000006,2023-05-28,44.46,Subscription,Completed,Wire Transfer,2023-05,2022-12,2023-05
CUST_000006_TXN_0007,CUST_000006,2023-06-28,48.1,Subscription,Completed,Credit Card,2023-06,2022-12,2023-06
CUST_000006_TXN_0008,CUST_000006,2023-07-28,61.89,Subscription,Completed,Credit Card,2023-07,2022-12,2023-07
CUST_000006_TXN_0009,CUST_000006,2023-08-28,50.73,Subscription,Completed,ACH,2023-08,2022-12,2023-08
CUST_000006_TXN_0010,CUST_000006,2023-09-28,45.72,Subscription,Completed,Credit Card,2023-09,2022-12,2023-09
CUST_000006_TXN_0011,CUST_000006,2023-10-28,45.18,Subscription,Completed,ACH,2023-10,2022-12,2023-10
CUST_000006_TXN_0012,CUST_000006,2023-11-28,53.48,Subscription,Completed,Credit Card,2023-11,2022-12,2023-11
CUST_000006_TXN_0013,CUST_000006,2023-12-28,46.53,Subscription,Completed,Credit Card,2023-12,2022-12,2023-12
CUST_000006_TXN_0014,CUST_000006,2024-01-28,49.45,Subscription,Completed,ACH,2024-01,2022-12,2024-01
CUST_000006_TXN_0015,CUST_000006,2024-02-28,50.05,Subscription,Completed,Credit Card,2024-02,2022-12,2024-02
CUST_000006_TXN_0016,CUST_000006,2024-03-28,49.36,Subscription,Completed,ACH,2024-03,2022-12,2024-03
CUST_000006_TXN_0017,CUST_000006,2024-04-28,46.84,Subscription,Completed,Credit Card,2024-04,2022-12,2024-04
CUST_000006_TXN_0018,CUST_000006,2024-05-28,44.57,Subscription,Completed,Credit Card,2024-05,2022-12,2024-05
CUST_000006_TXN_0019,CUST_000006,2024-06-28,48.11,Subscription,Completed,ACH,2024-06,2022-12,2024-06
CUST_000006_TXN_0020,CUST_000006,2024-07-28,49.78,Subscription,Completed,ACH,2024-07,2022-12,2024-07
CUST_000006_TXN_0021,CUST_000006,2024-08-28,45.98,Subscription,Completed,Credit Card,2024-08,2022-12,2024-08
CUST_000006_TXN_0022,CUST_000006,2024-09-28,49.57,Subscription,Completed,Credit Card,2024-09,2022-12,2024-09
CUST_000006_TXN_0023,CUST_000006,2024-10-28,48.24,Subscription,Completed,Wire Transfer,2024-10,2022-12,2024-10
CUST_000006_TXN_0024,CUST_000006,2024-11-28,46.29,Subscription,Completed,Credit Card,2024-11,2022-12,2024-11
CUST_000006_TXN_0025,CUST_000006,2024-12-28,53.4,Subscription,Completed,PayPal,2024-12,2022-12,2024-12
CUST_000007_TXN_0001,CUST_000007,2024-09-20,163.39,New,Completed,Credit Card,2024-09,2024-09,2024-09
CUST_000007_TXN_0002,CUST_000007,2024-10-20,139.76,Subscription,Completed,Credit Card,2024-10,2024-09,2024-10
CUST_000007_TXN_0003,CUST_000007,2024-11-20,152.63,Subscription,Completed,Credit Card,2024-11,2024-09,2024-11
CUST_000007_TXN_0004,CUST_000007,2024-12-20,169.57,Subscription,Completed,Credit Card,2024-12,2024-09,2024-12
CUST_000008_TXN_0001,CUST_000008,2022-11-10,374.32,New,Completed,ACH,2022-11,2022-11,2022-11
CUST_000008_TXN_0002,CUST_000008,2022-12-10,386.48,Subscription,Completed,PayPal,2022-12,2022-11,2022-12
CUST_000008_TXN_0003,CUST_000008,2023-01-10,378.65,Subscription,Completed,PayPal,2023-01,2022-11,2023-01
CUST_000008_TXN_0004,CUST_000008,2023-02-10,370.1,Subscription,Completed,Credit Card,2023-02,2022-11,2023-02
CUST_000008_TXN_0005,CUST_000008,2023-03-10,396.48,Subscription,Completed,Credit Card,2023-03,2022-11,2023-03
CUST_000008_TXN_0006,CUST_000008,2023-04-10,392.53,Subscription,Completed,ACH,2023-04,2022-11,2023-04
CUST_000008_TXN_0007,CUST_000008,2023-05-10,432.08,Subscription,Completed,Credit Card,2023-05,2022-11,2023-05
CUST_000008_TXN_0008,CUST_000008,2023-06-10,499.91,Subscription,Completed,Credit Card,2023-06,2022-11,2023-06
CUST_000008_TXN_0009,CUST_000008,2023-07-10,363.97,Subscription,Completed,Wire Transfer,2023-07,2022-11,2023-07
CUST_000008_TXN_0010,CUST_000008,2023-08-10,359.42,Subscription,Completed,Wire Transfer,2023-08,2022-11,2023-08
CUST_000008_TXN_0011,CUST_000008,2023-09-10,367.68,Subscription,Completed,Wire Transfer,2023-09,2022-11,2023-09
CUST_000008_TXN_0012,CUST_000008,2023-10-10,376.22,Subscription,Completed,Wire Transfer,2023-10,2022-11,2023-10
CUST_000008_TXN_0013,CUST_000008,2023-11-10,367.99,Subscription,Completed,Credit Card,2023-11,2022-11,2023-11
CUST_000008_TXN_0014,CUST_000008,2023-12-10,424.21,Subscription,Completed,Credit Card,2023-12,2022-11,2023-12
CUST_000008_TXN_0015,CUST_000008,2024-01-10,407.07,Subscription,Completed,ACH,2024-01,2022-11,2024-01
CUST_000008_TXN_0016,CUST_000008,2024-02-10,425.39,Subscription,Completed,PayPal,2024-02,2022-11,2024-02
CUST_000008_TXN_0017,CUST_000008,2024-03-10,421.23,Subscription,Completed,Credit Card,2024-03,2022-11,2024-03
CUST_000008_TXN_0018,CUST_000008,2024-04-10,384.33,Subscription,Completed,Credit Card,2024-04,2022-11,2024-04
CUST_000008_TXN_0019,CUST_000008,2024-05-10,435.82,Subscription,Completed,Credit Card,2024-05,2022-11,2024-05
CUST_000008_TXN_0020,CUST_000008,2024-06-10,371.96,Subscription,Completed,Credit Card,2024-06,2022-11,2024-06
CUST_000008_TXN_0021,CUST_000008,2024-07-10,395.42,Subscription,Completed,Credit Card,2024-07,2022-11,2024-07
CUST_000008_TXN_0022,CUST_000008,2024-08-10,389.16,Subscription,Completed,Credit Card,2024-08,2022-11,2024-08
CUST_000008_TXN_0023,CUST_000008,2024-09-10,437.58,Subscription,Completed,Credit Card,2024-09,2022-11,2024-09
CUST_000008_TXN_0024,CUST_000008,2024-10-10,420.94,Subscription,Completed,Credit Card,2024-10,2022-11,2024-10
CUST_000008_TXN_0025,CUST_000008,2024-11-10,374.0,Subscription,Completed,Credit Card,2024-11,2022-11,2024-11
CUST_000008_TXN_0026,CUST_000008,2024-12-10,426.83,Subscription,Completed,Credit Card,2024-12,2022-11,2024-12
CUST_000009_TXN_0001,CUST_000009,2024-06-26,157.14,New,Completed,Wire Transfer,2024-06,2024-06,2024-06
CUST_000009_TXN_0002,CUST_000009,2024-07-26,136.84,Subscription,Completed,Credit Card,2024-07,2024-06,2024-07
CUST_000009_TXN_0003,CUST_000009,2024-08-26,209.17,Subscription,Completed,ACH,2024-08,2024-06,2024-08
CUST_000009_TXN_0004,CUST_000009,2024-09-26,138.25,Subscription,Completed,Credit Card,2024-09,2024-06,2024-09
CUST_000009_TXN_0005,CUST_000009,2024-10-26,148.82,Subscription,Completed,Credit Card,2024-10,2024-06,2024-10
CUST_000009_TXN_0006,CUST_000009,2024-11-26,153.43,Subscription,Completed,Credit Card,2024-11,2024-06,2024-11
CUST_000009_TXN_0007,CUST_000009,2024-12-26,160.23,Subscription,Completed,Credit Card,2024-12,2024-06,2024-12
CUST_000010_TXN_0001,CUST_000010,2020-05-01,46.12,New,Completed,Credit Card,2020-05,2020-05,2020-05
CUST_000010_TXN_0002,CUST_000010,2020-06-01,50.48,Subscription,Completed,Credit Card,2020-06,2020-05,2020-06
CUST_000010_TXN_0003,CUST_000010,2020-07-01,46.29,Subscription,Completed,Credit Card,2020-07,2020-05,2020-07
CUST_000010_TXN_0004,CUST_000010,2020-08-01,53.45,Subscription,Completed,PayPal,2020-08,2020-05,2020-08
CUST_000010_TXN_0005,CUST_000010,2020-09-01,49.75,Subscription,Completed,Credit Card,2020-09,2020-05,2020-09
CUST_000010_TXN_0006,CUST_000010,2020-10-01,51.86,Subscription,Completed,Credit Card,2020-10,2020-05,2020-10
CUST_000010_TXN_0007,CUST_000010,2020-11-01,45.04,Subscription,Completed,Credit Card,2020-11,2020-05,2020-11
CUST_000010_TXN_0008,CUST_000010,2020-12-01,52.24,Subscription,Completed,ACH,2020-12,2020-05,2020-12
CUST_000010_TXN_0009,CUST_000010,2021-01-01,50.43,Subscription,Completed,Credit Card,2021-01,2020-05,2021-01
CUST_000010_TXN_0010,CUST_000010,2021-02-01,52.76,Subscription,Completed,Credit Card,2021-02,2020-05,2021-02
CUST_000010_TXN_0011,CUST_000010,2021-03-01,46.63,Subscription,Completed,Credit Card,2021-03,2020-05,2021-03
CUST_000010_TXN_0012,CUST_000010,2021-04-01,47.31,Subscription,Completed,Credit Card,2021-04,2020-05,2021-04
CUST_000010_TXN_0013,CUST_000010,2021-05-01,49.19,Subscription,Completed,Wire Transfer,2021-05,2020-05,2021-05
CUST_000010_TXN_0014,CUST_000010,2021-06-01,49.34,Subscription,Completed,Wire Transfer,2021-06,2020-05,2021-06
CUST_000010_TXN_0015,CUST_000010,2021-07-01,45.17,Subscription,Completed,ACH,2021-07,2020-05,2021-07
CUST_000010_TXN_0016,CUST_000010,2021-08-01,44.81,Subscription,Completed,Credit Card,2021-08,2020-05,2021-08
CUST_000010_TXN_0017,CUST_000010,2021-09-01,51.36,Subscription,Completed,Credit Card,2021-09,2020-05,2021-09
CUST_000010_TXN_0018,CUST_000010,2021-10-01,53.63,Subscription,Completed,Credit Card,2021-10,2020-05,2021-10
CUST_000010_TXN_0019,CUST_000010,2021-11-01,48.59,Subscription,Completed,Credit Card,2021-11,2020-05,2021-11
CUST_000010_TXN_0020,CUST_000010,2021-12-01,53.03,Subscription,Completed,Credit Card,2021-12,2020-05,2021-12
CUST_000010_TXN_0021,CUST_000010,2022-01-01,51.79,Subscription,Completed,Credit Card,2022-01,2020-05,2022-01
CUST_000010_TXN_0022,CUST_000010,2022-02-01,57.33,Subscription,Completed,PayPal,2022-02,2020-05,2022-02
CUST_000010_TXN_0023,CUST_000010,2022-03-01,47.93,Subscription,Completed,Credit Card,2022-03,2020-05,2022-03
CUST_000010_TXN_0024,CUST_000010,2022-04-01,45.71,Subscription,Completed,ACH,2022-04,2020-05,2022-04
CUST_000010_TXN_0025,CUST_000010,2022-05-01,71.33,Subscription,Completed,Wire Transfer,2022-05,2020-05,2022-05
CUST_000010_TXN_0026,CUST_000010,2022-06-01,48.42,Subscription,Completed,Credit Card,2022-06,2020-05,2022-06
CUST_000010_TXN_0027,CUST_000010,2022-07-01,47.06,Subscription,Completed,ACH,2022-07,2020-05,2022-07
CUST_000010_TXN_0028,CUST_000010,2022-08-01,47.36,Subscription,Completed,Credit Card,2022-08,2020-05,2022-08
CUST_000010_TXN_0029,CUST_000010,2022-09-01,45.77,Subscription,Completed,ACH,2022-09,2020-05,2022-09
CUST_000010_TXN_0030,CUST_000010,2022-10-01,48.35,Subscription,Completed,Wire Transfer,2022-10,2020-05,2022-10
CUST_000010_TXN_0031,CUST_000010,2022-11-01,48.84,Subscription,Completed,Credit Card,2022-11,2020-05,2022-11
CUST_000010_TXN_0032,CUST_000010,2022-12-01,46.78,Subscription,Completed,Credit Card,2022-12,2020-05,2022-12
CUST_000010_TXN_0033,CUST_000010,2023-01-01,46.99,Subscription,Completed,Credit Card,2023-01,2020-05,2023-01
CUST_000010_TXN_0034,CUST_000010,2023-02-01,51.37,Subscription,Completed,Credit Card,2023-02,2020-05,2023-02
CUST_000010_TXN_0035,CUST_000010,2023-03-01,48.25,Subscription,Completed,Credit Card,2023-03,2020-05,2023-03
CUST_000010_TXN_0036,CUST_000010,2023-04-01,46.75,Subscription,Completed,Credit Card,2023-04,2020-05,2023-04
CUST_000010_TXN_0037,CUST_000010,2023-05-01,48.62,Subscription,Completed,PayPal,2023-05,2020-05,2023-05
CUST_000010_TXN_0038,CUST_000010,2023-06-01,49.92,Subscription,Completed,Credit Card,2023-06,2020-05,2023-06
CUST_000010_TXN_0039,CUST_000010,2023-07-01,52.71,Subscription,Completed,PayPal,2023-07,2020-05,2023-07
CUST_000010_TXN_0040,CUST_000010,2023-08-01,52.86,Subscription,Completed,Credit Card,2023-08,2020-05,2023-08
CUST_000010_TXN_0041,CUST_000010,2023-09-01,50.14,Subscription,Completed,Credit Card,2023-09,2020-05,2023-09
CUST_000010_TXN_0042,CUST_000010,2023-10-01,45.73,Subscription,Completed,Wire Transfer,2023-10,2020-05,2023-10
CUST_000010_TXN_0043,CUST_000010,2023-11-01,45.64,Subscription,Completed,Wire Transfer,2023-11,2020-05,2023-11
CUST_000010_TXN_0044,CUST_000010,2023-12-01,48.36,Subscription,Completed,Credit Card,2023-12,2020-05,2023-12
CUST_000010_TXN_0045,CUST_000010,2024-01-01,51.32,Subscription,Completed,Wire Transfer,2024-01,2020-05,2024-01
CUST_000010_TXN_0046,CUST_000010,2024-02-01,47.29,Subscription,Completed,Credit Card,2024-02,2020-05,2024-02
CUST_000010_TXN_0047,CUST_000010,2024-03-01,50.46,Subscription,Completed,ACH,2024-03,2020-05,2024-03
CUST_000010_TXN_0048,CUST_000010,2024-04-01,45.48,Subscription,Completed,Credit Card,2024-04,2020-05,2024-04
CUST_000010_TXN_0049,CUST_000010,2024-05-01,52.33,Subscription,Completed,Credit Card,2024-05,2020-05,2024-05
CUST_000010_TXN_0050,CUST_000010,2024-06-01,47.31,Subscription,Completed,Credit Card,2024-06,2020-05,2024-06
CUST_000010_TXN_0051,CUST_000010,2024-07-01,51.18,Subscription,Completed,Wire Transfer,2024-07,2020-05,2024-07
CUST_000010_TXN_0052,CUST_000010,2024-08-01,51.37,Subscription,Completed,Wire Transfer,2024-08,2020-05,2024-08
CUST_000010_TXN_0053,CUST_000010,2024-09-01,49.49,Subscription,Completed,Credit Card,2024-09,2020-05,2024-09
CUST_000010_TXN_0054,CUST_000010,2024-10-01,46.08,Subscription,Completed,Credit Card,2024-10,2020-05,2024-10
CUST_000010_TXN_0055,CUST_000010,2024-11-01,66.89,Subscription,Completed,Credit Card,2024-11,2020-05,2024-11
CUST_000010_TXN_0056,CUST_000010,2024-12-01,52.58,Subscription,Completed,Credit Card,2024-12,2020-05,2024-12
CUST_000011_TXN_0001,CUST_000011,2021-04-11,382.54,New,Completed,ACH,2021-04,2021-04,2021-04
CUST_000011_TXN_0002,CUST_000011,2021-05-11,426.39,Subscription,Completed,Wire Transfer,2021-05,2021-04,2021-05
CUST_000011_TXN_0003,CUST_000011,2021-06-11,402.2,Subscription,Completed,Credit Card,2021-06,2021-04,2021-06
CUST_000011_TXN_0004,CUST_000011,2021-07-11,406.2,Subscription,Completed,Credit Card,2021-07,2021-04,2021-07
CUST_000011_TXN_0005,CUST_000011,2021-08-11,433.77,Subscription,Completed,Credit Card,2021-08,2021-04,2021-08
CUST_000011_TXN_0006,CUST_000011,2021-09-11,422.64,Subscription,Completed,Credit Card,2021-09,2021-04,2021-09
